RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
169,169,2016-06-21 08:38:01.5246543,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2996,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
170,170,2016-06-21 08:38:01.5246543,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2996,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
171,171,2016-06-21 08:38:01.5559078,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,1500,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
172,172,2016-06-21 08:38:01.5559078,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3000,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
173,173,2016-06-21 08:38:01.5559078,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,1500,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
174,174,2016-06-21 08:38:01.5559078,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3000,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
175,175,2016-06-21 08:38:01.9463807,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,1500,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
176,176,2016-06-21 08:38:01.9463807,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3000,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
177,177,2016-06-21 08:38:01.9463807,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,1500,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
178,178,2016-06-21 08:38:01.9463807,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3000,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
179,179,2016-06-21 08:38:22.5710303,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2996,4orensics,1,,An attempt was made to query the existence of a blank password for an account,4orensics\Hunter (S-1-5-21-2489440558-2754304563-710705792-1001),,Target: 4orensics\Administrator,SubjectLogonId: 0x64AFE,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1001""},{""@Name"":""SubjectUserName"",""#text"":""Hunter""},{""@Name"":""SubjectDomainName"",""#text"":""4orensics""},{""@Name"":""SubjectLogonId"",""#text"":""0x64AFE""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
180,180,2016-06-21 08:40:03.4306718,5058,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2788,4orensics,1,,,,,,,,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ProviderName"",""#text"":""Microsoft Software Key Storage Provider""},{""@Name"":""AlgorithmName"",""#text"":""UNKNOWN""},{""@Name"":""KeyName"",""#text"":""e88023d6-5817-4baf-adba-50dedef4b51c""},{""@Name"":""KeyType"",""#text"":""%%2499""},{""@Name"":""KeyFilePath"",""#text"":""C:\\ProgramData\\Microsoft\\Crypto\\RSA\\MachineKeys\\6f0f6a84b4ba6b526d61f29171ca39de_d9c2a8ce-f7d7-45e5-b8e6-d5bc43da1b57""},{""@Name"":""Operation"",""#text"":""%%2458""},{""@Name"":""ReturnCode"",""#text"":""0x0""}]}}"
181,181,2016-06-21 08:40:03.4306718,5061,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2788,4orensics,1,,,,,,,,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ProviderName"",""#text"":""Microsoft Software Key Storage Provider""},{""@Name"":""AlgorithmName"",""#text"":""RSA""},{""@Name"":""KeyName"",""#text"":""e88023d6-5817-4baf-adba-50dedef4b51c""},{""@Name"":""KeyType"",""#text"":""%%2499""},{""@Name"":""Operation"",""#text"":""%%2480""},{""@Name"":""ReturnCode"",""#text"":""0x0""}]}}"
182,182,2016-06-21 08:40:05.8371846,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
183,183,2016-06-21 08:40:05.8371846,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
184,184,2016-06-21 08:40:05.8371846,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
185,185,2016-06-21 08:40:05.8371846,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,1,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
186,186,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2264,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
187,187,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
188,188,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2264,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
189,189,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
190,190,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
191,191,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
192,192,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Administrator,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
193,193,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2264,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
194,194,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
195,195,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,2264,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Hunter,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Hunter""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
196,196,2016-06-21 08:40:05.8841130,4797,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,2,,An attempt was made to query the existence of a blank password for an account,NT AUTHORITY\LOCAL SERVICE (S-1-5-19),,Target: 4orensics\Guest,SubjectLogonId: 0x3E5,Workstation: WIN-0Q61PC073B6,,,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""Workstation"",""#text"":""WIN-0Q61PC073B6""},{""@Name"":""TargetUserName"",""#text"":""Guest""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""}]}}"
197,197,2016-06-21 08:40:05.9465614,4731,LogAlways,Microsoft-Windows-Security-Auditing,Security,472,3008,4orensics,2,,A security-enabled local group was created,WORKGROUP\WIN-0Q61PC073B6$ (S-1-5-18),,Target: 4orensics\HomeUsers (S-1-5-21-2489440558-2754304563-710705792-1002),SubjectLogonId: 0x3E7,SamAccountName: HomeUsers,SidHistory: -,PrivilegeList: -,,,False,D:\Software\CTF\Misc\EvtxECmd\Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""HomeUsers""},{""@Name"":""TargetDomainName"",""#text"":""4orensics""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-2489440558-2754304563-710705792-1002""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WIN-0Q61PC073B6$""},{""@Name"":""SubjectDomainName"",""#text"":""WORKGROUP""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""HomeUsers""},{""@Name"":""SidHistory"",""#text"":""-""}]}}"
