Offset(P)            #Ptr   #Hnd Access Name
0x000000000997f578      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Desktop\dumpit-moonsols
0x000000000997f610      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Documents\desktop.ini
0x0000000009980028      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Startup\desktop.ini
0x00000000099805a8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\inetsrv
0x0000000009980b38      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.5512_x-ww_dfb54e0c
0x00000000099810d8      1      1 ------ \Device\Afd\Endpoint
0x0000000009981480      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wscui.cpl
0x00000000099824b0      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.BTR
0x00000000099828d8      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\OBJECTS.MAP
0x0000000009982d00      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\INDEX.MAP
0x0000000009984038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009985028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0000000009985510      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\AppPatch
0x00000000099855a8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000009987d00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009989740      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000998a740      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x000000000998c6a8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\color
0x000000000998c740      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\PeerNet
0x000000000998ced0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bin\1033
0x000000000998cf68      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin
0x000000000998d420      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS
0x000000000998d818      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows Media Player
0x000000000998d8d8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\DAO
0x000000000998dd00      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
0x000000000998e4c8      1      1 ------ \Device\Afd\Endpoint
0x000000000998ee00      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\ado
0x000000000998f028      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Desktop
0x0000000009990c68      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\cmd.exe
0x0000000009990d00      1      1 -W-rw- \Device\HarddiskVolume1\WINDOWS\Debug\PASSWD.LOG
0x0000000009990f90      1      1 ------ \Device\NamedPipe\srvsvc
0x0000000009993f90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0000000009995848      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000009995c78      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\BATCH
0x0000000009996028      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Local Settings\Temporary Internet Files\Content.IE5\index.dat
0x0000000009996550      1      1 ------ \Device\NamedPipe\wkssvc
0x0000000009997108      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system
0x0000000009997240      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_aut
0x00000000099972d8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help
0x0000000009997660      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\cmd.exe
0x00000000099978e0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\SpeechEngines\Microsoft\TTS\1033
0x0000000009997978      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Restore
0x0000000009997e00      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\chsime\applets
0x0000000009997e98      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball
0x00000000099987e8      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\LocalService\Cookies\index.dat
0x0000000009998978      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\1033
0x0000000009999128      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x00000000099993b8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x000000000999ac68      1      1 ------ \Device\NamedPipe\lsarpc
0x000000000999fb50      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x00000000099a05a8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x00000000099a1b68      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared
0x00000000099a2c68      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000099a2d00      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\dllcache
0x00000000099a3038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000099a62f8      2      1 ------ \Device\NamedPipe\lsass
0x00000000099a6700      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\PrintHood
0x00000000099a8320      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x00000000099a8840      3      1 ------ \Device\NamedPipe\net\NtControlPipe7
0x00000000099a9c60      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_adm
0x00000000099aa140      1      1 ------ \Device\NamedPipe\winreg
0x00000000099aaf90      1      1 ------ \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x00000000099ab830      2      1 ------ \Device\NamedPipe\keysvc
0x00000000099abd88      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\oembios.bin
0x00000000099ac028      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x00000000099acc78      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\upnp.dll
0x00000000099b1238      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Cookies\index.dat
0x00000000099b1ac8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x00000000099b22d8      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Local Settings\History\History.IE5\index.dat
0x00000000099b26d8      3      1 ------ \Device\NamedPipe\net\NtControlPipe4
0x00000000099c4410      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mmsys.cpl
0x00000000099c7eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbcint.dll
0x00000000099c8130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscntfy.exe
0x00000000099c88d8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Movie Maker
0x00000000099c8c08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sxs.dll
0x00000000099c9510      3      1 ------ \Device\NamedPipe\net\NtControlPipe1
0x00000000099c95a8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT
0x00000000099c98f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
0x00000000099c9b00      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi
0x00000000099c9d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimeng.dll
0x00000000099ca668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\odbc32.dll
0x00000000099cab68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x00000000099cb800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regapi.dll
0x00000000099cbc08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\umpnpmgr.dll
0x00000000099cc4d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2help.dll
0x00000000099cc9d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wtsapi32.dll
0x00000000099ccdf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdigest.dll
0x00000000099cd800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ws2_32.dll
0x00000000099cdc28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsta.dll
0x00000000099ce028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\powercfg.cpl
0x00000000099ce528      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers\etc\hosts
0x00000000099ce9d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\esent.dll
0x00000000099cedf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3api.dll
0x00000000099cf028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\nwc.cpl
0x00000000099cf318      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\qutil.dll
0x00000000099cf740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rtutils.dll
0x00000000099cfdf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsrslvr.dll
0x00000000099d0250      3      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x00000000099d0740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x00000000099d0f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\midimap.dll
0x00000000099d1320      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\nwprovau.dll
0x00000000099d14b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.drv
0x00000000099d18d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wdmaud.drv
0x00000000099d1d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\verclsid.exe
0x00000000099d2648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\adsldpc.dll
0x00000000099d3268      1      0 RW-rw- \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Recent\ImoprtantKey.lnk
0x00000000099d3d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\activeds.dll
0x00000000099d4028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\sysdm.cpl
0x00000000099d45a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x00000000099d49d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rastls.dll
0x00000000099d4df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winspool.drv
0x00000000099d4f90      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Desktop\dumpit-moonsols\DumpIt.exe
0x00000000099d53b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wlnotify.dll
0x00000000099d5a70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dimsntfy.dll
0x00000000099d6028      3      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\wbem\Repository\FS\MAPPING2.MAP
0x00000000099d6d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscdll.dll
0x00000000099d7028      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\sysdm.cpl
0x00000000099d7180      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga.dll
0x00000000099d75a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleacc.dll
0x00000000099d79d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimg32.dll
0x00000000099d7df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\duser.dll
0x00000000099d8d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc.dll
0x00000000099d97e8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared\res
0x00000000099d9f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comres.dll
0x00000000099da200      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Cookies\index.dat
0x00000000099db660      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Com
0x00000000099dbb68      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Messenger\msmsgs.exe
0x00000000099dbf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x00000000099dc2c8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Registration\R000000000007.clb
0x00000000099dc8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tourstart.exe
0x00000000099dcd00      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Internet Explorer\IEXPLORE.EXE
0x00000000099dd6a0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\mui
0x00000000099ddb18      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\oobe
0x00000000099de130      1      1 ------ \Device\NamedPipe\net\NtControlPipe0
0x00000000099de228      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wiashext.dll
0x00000000099de410      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\xircom
0x00000000099dec40      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\CINTLGNT
0x00000000099decd8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\wbem
0x00000000099df620      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\srchasst
0x00000000099dff20      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\jscript.dll
0x00000000099e08b0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime
0x00000000099e0d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntshrui.dll
0x00000000099e1028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\telephon.cpl
0x00000000099e19d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\linkinfo.dll
0x00000000099e1df8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\actxprxy.dll
0x00000000099e1f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vdmdbg.dll
0x00000000099e2398      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Outlook Express
0x00000000099e2810      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries
0x00000000099e2b88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\stobject.dll
0x00000000099e2eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntlanman.dll
0x00000000099e3228      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\irprops.cpl
0x00000000099e3888      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\MSSoap\Binaries\Resources\1033
0x00000000099e4740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\audiosrv.dll
0x00000000099e4b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolsv.exe
0x00000000099e4f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msidle.dll
0x00000000099e54b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schedsvc.dll
0x00000000099e6648      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\desk.cpl
0x00000000099e6a70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browseui.dll
0x00000000099e7a28      2      1 ------ \Device\NamedPipe\ntsvcs
0x00000000099e8308      1      1 ------ \Device\NamedPipe\net\NtControlPipe2
0x00000000099e8410      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\dicts
0x00000000099e87a8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\msxml3.dll
0x00000000099e8d00      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\pchealth\helpctr\binaries
0x00000000099e9038      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x00000000099e9d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcp60.dll
0x00000000099ea668      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dnsapi.dll
0x00000000099eaa90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdsapi.dll
0x00000000099eaeb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsasrv.dll
0x00000000099eb598      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\AppEvent.Evt
0x00000000099ebb40      1      1 ------ \Device\NamedPipe\SfcApi
0x00000000099ebd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\AcAdProc.dll
0x00000000099ec438      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\msadc
0x00000000099eceb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\services.exe
0x00000000099ed028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sensapi.dll
0x00000000099ed278      1      1 ------ \Device\NamedPipe\ntsvcs
0x00000000099ed3d0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0416
0x00000000099ed8d8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imjp8_1\applets
0x00000000099edc08      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scesrv.dll
0x00000000099ee8f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msgina.dll
0x00000000099eed20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kbdus.dll
0x00000000099ef280      2      1 ------ \Device\NamedPipe\scerpc
0x00000000099ef360      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Start Menu\Programs\desktop.ini
0x00000000099efb88      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc_os.dll
0x00000000099eff90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wkssvc.dll
0x00000000099f0cd8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\VGX
0x00000000099f1a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webcheck.dll
0x00000000099f1eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\davclnt.dll
0x00000000099f22c8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wups.dll
0x00000000099f24b0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\drivers\fips.sys
0x00000000099f2800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netrap.dll
0x00000000099f29a0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\appwiz.cpl
0x00000000099f4060      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasdlg.dll
0x00000000099f45a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x00000000099f46d0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\arialbd.ttf
0x00000000099f5848      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\imkr6_1\applets
0x00000000099f6740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userinit.exe
0x00000000099f6b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shgina.dll
0x00000000099f6f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x00000000099f77e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\setupapi.dll
0x00000000099f7d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\logonui.exe
0x00000000099f9130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\usbmon.dll
0x00000000099fadf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winscard.dll
0x00000000099fbba8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS
0x00000000099fbf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rsaenh.dll
0x00000000099fc3e8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0426
0x00000000099fc7d0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0425
0x00000000099fcbd8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041e
0x00000000099fccd8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\041a
0x00000000099fd1f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tcpmon.dll
0x00000000099fd6d8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0418
0x00000000099fdb68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netlogon.dll
0x00000000099fdf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\iphlpapi.dll
0x00000000099fe130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pjlmon.dll
0x00000000099fe2e0      2      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\system32\config\systemprofile\Cookies\index.dat
0x00000000099fe3a0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0402
0x00000000099fe488      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0C0A
0x00000000099fe8d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msv1_0.dll
0x00000000099fed00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kerberos.dll
0x00000000099ff558      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0816
0x00000000099ffd20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msprivs.dll
0x00000000099fff90      1      1 ------ \Device\NamedPipe\lsarpc
0x0000000009a031f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cnbjmon.dll
0x0000000009a03a90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\uxtheme.dll
0x0000000009a03eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msacm32.dll
0x0000000009a042f8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\nwc.cpl
0x0000000009a044b0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\PINTLGNT
0x0000000009a04800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\AcGenral.dll
0x0000000009a04c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptdll.dll
0x0000000009a05130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\localspl.dll
0x0000000009a05418      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Favorites\Desktop.ini
0x0000000009a05c28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\samsrv.dll
0x0000000009a07028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolss.dll
0x0000000009a07228      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\syssetup.dll
0x0000000009a07308      2      1 R--rw- \Device\HarddiskVolume1\Program Files\NetMeeting
0x0000000009a07410      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Internet Explorer
0x0000000009a07810      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Setup
0x0000000009a08d20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psapi.dll
0x0000000009a09740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\atl.dll
0x0000000009a09b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eapolqec.dll
0x0000000009a09f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wmi.dll
0x0000000009a0a320      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CyberDefenders\Application Data\desktop.ini
0x0000000009a0a4b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsvc.dll
0x0000000009a0a800      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netui1.dll
0x0000000009a0ac28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netui0.dll
0x0000000009a0bf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lmhsvc.dll
0x0000000009a0cc00      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0415
0x0000000009a0cd00      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0414
0x0000000009a0d028      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\nusrmgr.cpl
0x0000000009a0d518      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help\Tours\mmTour
0x0000000009a0d8e8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\CHTIME\Applets
0x0000000009a0d9a8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\drivers\disdn
0x0000000009a0ddf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dhcpcsvc.dll
0x0000000009a0e318      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasadhlp.dll
0x0000000009a0e740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winrnr.dll
0x0000000009a0eb68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eventlog.dll
0x0000000009a0eeb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpsp2res.dll
0x0000000009a0f320      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\nusrmgr.cpl
0x0000000009a0f3b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshtcpip.dll
0x0000000009a0f7e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\hnetcfg.dll
0x0000000009a0fc28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mswsock.dll
0x0000000009a104f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcss.dll
0x0000000009a10938      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\svchost.exe
0x0000000009a109d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxTray.exe
0x0000000009a11200      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\user32.dll
