Offset(P)            #Ptr   #Hnd Access Name
0x000000003dd549e0      1      1 ------ \Device\Afd\Endpoint
0x000000003dd55038      1      1 ------ \Device\Afd\Endpoint
0x000000003dd55e68      1      1 ------ \Device\Afd\Endpoint
0x000000003dd563a8      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\sspicli.dll
0x000000003dd568a8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fdProxy.dll
0x000000003dd569e0      1      1 ------ \Device\Afd\Endpoint
0x000000003dd56b68      1      1 ------ \Device\Afd\Endpoint
0x000000003dd56f40      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000003dd5a380      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vss_ps.dll
0x000000003dd5ae08      1      1 ------ \Device\Afd\Endpoint
0x000000003dd5b838      1      1 ------ \Device\Afd\Endpoint
0x000000003dd650b8      1      1 ------ \Device\Afd\Endpoint
0x000000003dd65170      1      1 ------ \Device\Afd\Endpoint
0x000000003dd65350      1      1 ------ \Device\Afd\Endpoint
0x000000003dd654d0      1      1 ------ \Device\Afd\Endpoint
0x000000003dd65710      1      1 ------ \Device\Afd\Endpoint
0x000000003dd658c0      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\clb.dll
0x000000003dd65a40      2      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mssph.dll
0x000000003dd69038      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69230      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69300      1      1 ------ \Device\Afd\Endpoint
0x000000003dd693b8      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69470      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69578      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69808      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003dd698c0      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69a40      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69b60      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69c50      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69ec8      1      1 ------ \Device\Afd\Endpoint
0x000000003dd69f80      1      1 ------ \Device\Afd\Endpoint
0x000000003dd6a3b0      1      1 ------ \Device\Afd\Endpoint
0x000000003dd6a8c0      1      1 ------ \Device\Afd\Endpoint
0x000000003dd6a980      1      1 ------ \Device\Afd\Endpoint
0x000000003dd6ae00      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msisip.dll
0x000000003dd744b0      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\upnp.dll
0x000000003dd74ef8      1      1 ------ \Device\Afd\Endpoint
0x000000003dd76118      2      1 ------ \Device\Afd\Endpoint
0x000000003dd76660      2      1 ------ \Device\Afd\Endpoint
0x000000003dd77390      2      1 ------ \Device\Afd\Endpoint
0x000000003dd77ae0      2      1 ------ \Device\Afd\Endpoint
0x000000003dd78568      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ntlanman.dll
0x000000003dd78d60      2      1 ------ \Device\Afd\Endpoint
0x000000003dd7a248      1      1 ------ \Device\Afd\Endpoint
0x000000003dd7a300      1      1 ------ \Device\Afd\Endpoint
0x000000003dd7a490      2      1 R--rwd \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x000000003dd7a7f0      8      0 R--r-- \Device\HarddiskVolume1\Windows\winsxs\FileMaps\$$.cdf-ms
0x000000003dd7b628      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\mycomput.dll.mui
0x000000003dd7b7f8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\accessibilitycpl.dll
0x000000003dd7c038      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ExplorerFrame.dll
0x000000003dd7c150      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\duser.dll
0x000000003dd7cf80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.24203_none_5c030043a0118fbf
0x000000003dd7d848      6      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\ieproxy.dll
0x000000003dd7d998      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-downlevel-shlwapi-l2-1-0.dll
0x000000003dd7e268      1      1 ------ \Device\Afd\Endpoint
0x000000003dd7eec8      8      0 R--r-- \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\696F3DE637E6DE85B458996D49D759AD
0x000000003dd7ef80      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wmpps.dll
0x000000003dd81ec8      3      1 R--rwd \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Roaming\Microsoft\Windows\Start Menu
0x000000003dd81f80      3      1 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
0x000000003dd82370      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\sud.dll.mui
0x000000003dd82528      1      1 ------ \Device\NamedPipe\lsass
0x000000003dd82670      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\iscsicpl.dll
0x000000003dd82f80      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\comres.dll
0x000000003dd832d8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Speech\SpeechUX\sapi.cpl
0x000000003dd836d8      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wmi.dll
0x000000003dd83bc0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
0x000000003dd8c8d8      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drprov.dll
0x000000003dd8d110      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msinfo32.exe
0x000000003dd8d2e0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mycomput.dll
0x000000003dd8d6a0      8      0 R--r-d \Device\HarddiskVolume1\Program Files\DVD Maker\en-US\DVDMaker.exe.mui
0x000000003dd8d7f8      1      1 R--rw- \Device\HarddiskVolume1\Users\0xSh3rl0ck\Desktop
0x000000003dd8d918      6      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Sidebar\sidebar.exe
0x000000003dd8dbf0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003dd8dca8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\windowsanytimeupgradeui.exe.mui
0x000000003dd8df80      5      0 R--r-d \Device\HarddiskVolume1\Windows\ehome\ehres.dll
0x000000003dd99cb8      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\setupapi.dll
0x000000003dd99f80      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\powrprof.dll
0x000000003dd9a2b0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\migwiz\wet.dll
0x000000003dd9a4d0      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\WindowsAnytimeUpgradeui.exe
0x000000003dd9a860      8      0 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\microsoft shared\ink\en-US\mip.exe.mui
0x000000003ddaaf80      1      1 ------ \Device\Afd\Endpoint
0x000000003ddaccd0     11      0 R--rwd \Device\HarddiskVolume1\Program Files\Process Hacker 2\plugins\DotNetTools.dll
0x000000003ddb6038      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\perfc009.dat
0x000000003ddb6348      8      0 R--r-d \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Roaming\Process Hacker 2\usernotesdb.xml
0x000000003ddb6420      2      0 RWD--- \Device\HarddiskVolume1\Windows\inf\WmiApRpl\0009\WmiApRpl.ini
0x000000003ddb6808      3      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v4.0.30319\PerfCounter.dll
0x000000003ddb6e10      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\perfh009.dat
0x000000003ddef450      1      1 ------ \Device\Afd\Endpoint
0x000000003ddef5b8      1      1 ------ \Device\Afd\Endpoint
0x000000003ddef750      1      1 ------ \Device\Afd\Endpoint
0x000000003ddef960      1      1 ------ \Device\Afd\Endpoint
0x000000003ddefc60      1      1 ------ \Device\Afd\Endpoint
0x000000003ddefd18      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf00d8      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf0678      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wship6.dll
0x000000003ddf0838      7      0 R--rwd \Device\HarddiskVolume1\Windows\System32\WSHTCPIP.DLL
0x000000003ddf1268      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf18f8      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf2490      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\hdaudbus.sys
0x000000003ddf2c28      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf3260      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\advapi32.dll
0x000000003ddf36c0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\bthpan.sys
0x000000003ddf3858      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf3910      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\intelppm.sys
0x000000003ddf3be8      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf4330      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf4420      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf44d8      8      0 R--rwd \Device\HarddiskVolume1\Users\0xSh3rl0ck\Links\Downloads.lnk
0x000000003ddf4590      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\StructuredQuery.dll
0x000000003ddf4a60      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf4e98      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\monitor.sys
0x000000003ddf75d0      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf77a8      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf7860      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf93a8      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf9538      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf96a0      1      1 ------ \Device\Afd\Endpoint
0x000000003ddf9cf0      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\usbperf.dll
0x000000003ddf9f80      3      0 R--r-d \Device\HarddiskVolume1\Windows\System32\loadperf.dll
0x000000003de01c50      1      1 ------ \Device\Afd\Endpoint
0x000000003de01d08      1      1 ------ \Device\Afd\Endpoint
0x000000003de09f80      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\vmmemctl.sys
0x000000003de0a1f0      4      0 R--r-d \Device\HarddiskVolume1\Windows\ehome\ehSSO.dll
0x000000003de0b038      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-process-l1-1-0.dll
0x000000003de0b200      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\bthenum.sys
0x000000003de0b3b0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fvecerts.dll
0x000000003de0b468      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wiarpc.dll
0x000000003de10038      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mspaint.exe
0x000000003de10188      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Calculator.lnk
0x000000003de10240      8      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Sticky Notes.lnk
0x000000003de104f0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\calc.exe.mui
0x000000003de11668      3      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Sidebar\sbdrop.dll
0x000000003de11f80      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wsock32.dll
0x000000003de130f8      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\DriverStore\en-US\faxcn002.inf_loc
0x000000003de131f0      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\05ee699f-ab25-42d8-8781-558c5d1d2fad
0x000000003de15f30      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drivers\bthpan.sys
0x000000003de1a0e8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tbs.dll
0x000000003de1d5b0      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de1d858      2      1 RW-r-- \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Windows\UsrClass.dat{01d0ec8c-a9fb-11ed-835e-50eb71124999}.TMContainer00000000000000000002.regtrans-ms
0x000000003de1ef80      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vm3dum_loader.dll
0x000000003de1f038      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vm3dum_10.dll
0x000000003de1ff80      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fveapi.dll
0x000000003de22228      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ktmw32.dll
0x000000003de26190      8      0 R--rwd \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Temp\upgrader.exe
0x000000003de26248      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\UXInit.dll
0x000000003de28598      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Media Center\RecordingRestart
0x000000003de296b0     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de2a560     10      1 RW-r-- \Device\HarddiskVolume1\Windows\Tasks\SCHEDLGU.TXT
0x000000003de2a8d0      1      1 ------ \Device\NamedPipe\atsvc
0x000000003de2ae58      3      0 R--r-d \Device\HarddiskVolume1\Windows\Resources\Themes\Aero\aero.msstyles
0x000000003de2b700      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\powertracker.dll
0x000000003de2b920      4      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pnpts.dll
0x000000003de2be18      1      1 ------ \Device\Afd\Endpoint
0x000000003de2c038      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\user32.dll
0x000000003de2cb60      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de2cf30      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\taskcomp.dll
0x000000003de2d6f0      2      1 ------ \Device\NamedPipe\atsvc
0x000000003de2d7a8      2      0 RW-rw- \Device\HarddiskVolume1\Windows\Tasks\SA.DAT
0x000000003de2d860      1      1 ------ \Device\NamedPipe\atsvc
0x000000003de2d918      2      1 R--rw- \Device\HarddiskVolume1\Windows\Tasks
0x000000003de2dc50     10      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de2f038      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mmres.dll
0x000000003de2fcf8      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imageres.dll
0x000000003de303e0      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000003de307b0      2      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-3b8-0
0x000000003de30bf8      2      1 ------ \Device\Afd\Endpoint
0x000000003de31748      5      0 R--rwd \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\System.Xml\35c44c5316c1ee4e60a36072a1ee3a30\System.Xml.ni.dll
0x000000003de31d78      2      1 ------ \Device\Afd\Endpoint
0x000000003de32668      5      0 R--r-- \Device\HarddiskVolume1\Windows\AppPatch\sysmain.sdb
0x000000003de32f80      2      1 ------ \Device\Afd\Endpoint
0x000000003de33f80      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\spoolsv.exe
0x000000003de388e0      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy
0x000000003de3b1b8      4      0 R--rwd \Device\HarddiskVolume1\Windows\System32\IPHLPAPI.DLL
0x000000003de3be60      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\42cc701a-6beb-4b45-aeb8-35eeb17b5511
0x000000003de3bf80      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\1ec9510d-a439-4950-9399-b6399edf9ea7
0x000000003de3c3b8      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\9334c323-f100-4656-9ba0-e4aa69c0f9c2
0x000000003de3c770      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\SystemRestore\SR
0x000000003de3c898      4      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\VMware VGAuth\libssl-3.dll
0x000000003de3ca08      9      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx
0x000000003de3cbd8      1      1 ------ \Device\Afd\Endpoint
0x000000003de45500      8      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de46038      1      1 ------ \Device\Afd\Endpoint
0x000000003de46800      2      1 R--rwd \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x000000003de470e0      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\SideShow\SystemDataProviders
0x000000003de47398      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\SideShow\GadgetManager
0x000000003de475b8      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\44c574ea-2c87-46b9-ae18-6c1992cbe268
0x000000003de478e8      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Shell\WindowsParentalControls
0x000000003de48168      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\6808e385-f55a-437c-b18f-8d2554bfd6e1
0x000000003de48608      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\SideShow\AutoWake
0x000000003de48a38      3      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\vmusr\darkModeSync.dll
0x000000003de48f80      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de49120      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\SideShow\SessionAgent
0x000000003de494a0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de496d8      1      1 ------ \Device\Afd\Endpoint
0x000000003de49a00      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\804e6ff1-5b7e-49e1-92b3-a3f638b79b08
0x000000003de49f80      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)
0x000000003de4a410      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\a9ed8645-1ac8-4805-88be-c95efd107d3b
0x000000003de4a6c8      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\ab771a9f-fb0f-4fa1-8b5f-48186615901e
0x000000003de4ac00      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\8905ecd8-016f-4dc2-90e6-a5f1fa6a841a
0x000000003de4b278      1      1 ------ \Device\Afd\Endpoint
0x000000003de4b560      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\oleaut32.dll
0x000000003de4c2b0     12      2 -W-rw- \Device\HarddiskVolume1\ProgramData\VMware\VMware VGAuth\logfile.txt.0
0x000000003de4c488      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\d45277fe-caab-47cc-9b16-95536691b6e1
0x000000003de4c700      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Multimedia\SystemSoundsService
0x000000003de4cd08      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\bba67ad0-4ba0-4b44-827b-ff419b70c057
0x000000003de4cf80      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\WindowsColorSystem\Calibration Loader
0x000000003de4d2e8      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Windows Error Reporting\QueueReporting
0x000000003de4d450      2      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\hgfsServer.dll
0x000000003de4dbc8      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver
0x000000003de4e600      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\CertificateServicesClient\UserTask
0x000000003de4e7d8      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\de8bae53-2809-4f75-85ef-427d364b9b2c
0x000000003de4eda8      4      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\hgfs.dll
0x000000003de4ee60      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)
0x000000003de4ef80      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\de8699d2-8a05-42f7-8a85-5162af47d26a
0x000000003de4f9d8      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\SearchIndexer.exe
0x000000003de50568      4      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\vix.dll
0x000000003de50850      8      0 R--r-d \Device\HarddiskVolume1\Program Files\VMware\VMware Tools\plugins\common\hgfsUsability.dll
0x000000003de50908      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict1
0x000000003de509c0      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\e79b2998-8f63-451a-a56d-26edc0a5098a
0x000000003de50ba8      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Shell\WindowsParentalControlsMigration
0x000000003de50f80      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\e6f3a527-8b0b-43fa-94eb-584032761924
0x000000003de51448      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msvcp140.dll
0x000000003de51b48      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\TextServicesFramework\MsCtfMonitor
0x000000003de52038      1      1 RW---- \Device\HarddiskVolume1\Users\0xSh3rl0ck\NTUSER.DAT
0x000000003de52548      2      1 RW-r-- \Device\HarddiskVolume1\Users\0xSh3rl0ck\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms
0x000000003de528e8      2      1 RW-r-- \Device\HarddiskVolume1\Users\0xSh3rl0ck\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms
0x000000003de52a40      2      1 RW-r-- \Device\HarddiskVolume1\Users\0xSh3rl0ck\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM.blf
0x000000003de52c28      1      1 RW---- \Device\HarddiskVolume1\Users\0xSh3rl0ck\ntuser.dat.LOG2
0x000000003de52ce0      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\071d41b6-8806-4eb0-b661-6cb67be6e86e
0x000000003de52ec8      1      1 RW---- \Device\HarddiskVolume1\Users\0xSh3rl0ck\ntuser.dat.LOG1
0x000000003de53038      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Users\0xSh3rl0ck\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM
0x000000003de536e8      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume1\Users\0xSh3rl0ck\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM
0x000000003de53bd8      1      1 RW---- \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Windows\UsrClass.dat
0x000000003de55220      1      1 RW---- \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0x000000003de552d8      2      1 RW-r-- \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Windows\UsrClass.dat{01d0ec8c-a9fb-11ed-835e-50eb71124999}.TM.blf
0x000000003de556c0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de559a8      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de55b08      2      1 RW-r-- \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Windows\UsrClass.dat{01d0ec8c-a9fb-11ed-835e-50eb71124999}.TMContainer00000000000000000001.regtrans-ms
0x000000003de55ec8      1      1 RW---- \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0x000000003de561a8      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\0e12083c-0335-49db-9542-ba1ec6d83ecc
0x000000003de56a80      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Time Synchronization\SynchronizeTime
0x000000003de56da8      9      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\MMDevAPI.dll.mui
0x000000003de58518      2      1 RW-rw- \Device\clfs\Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Windows\UsrClass.dat{01d0ec8c-a9fb-11ed-835e-50eb71124999}.TM
0x000000003de58780      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Windows\UsrClass.dat{01d0ec8c-a9fb-11ed-835e-50eb71124999}.TM
0x000000003de5a200      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000003de5a320      2      1 R--rwd \Device\HarddiskVolume1\Users\0xSh3rl0ck\AppData\Local\Microsoft\Credentials
0x000000003de5a468      8      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\0d9b5d92-3a22-486d-a887-3aa21597cf27
0x000000003de5b130      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\2375f586-1009-41fb-b54e-30d8af2b781d
0x000000003de5b2b0      2      0 R--r-- \Device\HarddiskVolume1\Windows\System32\LogFiles\Scm\10b39c46-eca2-463f-972d-d9ff5ae5c8e2
0x000000003de5b418      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\AudioSes.dll
0x000000003de5b810      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Media Center\PBDADiscovery
0x000000003de5b9e8      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
0x000000003de5bd68      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Tcpip\IpAddressConflict2
0x000000003de5c388      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\PerfTrack\BackgroundConfigSurveyor
0x000000003de5ceb0      2      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Tasks\Microsoft\Windows\Windows Media Sharing\UpdateLibrary
0x000000003de5d038      4      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.000
